     # #  # ##   #   #       #       #   #   #   #         # ##    #   # #  #     ###     ##  ## #  
 # #     #     #   # # ## ##   ## ##   #   ##  #   ########     # #  #     #  ###  #  ###   #      #
 #  # # #  ###### #    # #  # # #   ## ####   # ## #      # ## ###  #  # ##  #   #   #   ##  # ###  
  # #  ## #    # #  ####   #    ###   #     # # #  # # ##   #   #  #  ##    ### # # #  ##   #  # # #
 #  # #   # ## #  ##    # # ## #    ##  ###  #  # ##  #  ### # ## #  #  #### #     #  # # ##  Z  #  
  #  #  ##   # ##    ## # #   #  ## #  #   ##  #    #  #     # #  # # # #      ###   #    #  # #  # 
# ## # ##  # #   # ##   # # #   #  #  #  #    #  ##Z##   # ##  # #  #     # ###    # # ### # #   ## 
#  # #   ##  ###   #  #   # ### # ## #  ######  #   # # ###   ##  #  # # # #   # ## #  #     ## #   
  ##  ##  # #   # # #  ####   #   #  # # #   # #  #   #  #  ##   # # # # # # #      # #  ## #    # #
 #   # ##   # #  ##   #    ##  ## # #  Z # # # # # # ###  #  # ### # # # #    #######  #  #  # #   #
 # ##    ###  # #   ##  ## #  # # # ##   # # #   # #  ## # # # #   #  ## # ## #       # #  #  #  ## 
 #    ##   ##  #  ##   # #   ##   #  ## #  # ## #   #      #    # ###Z#  # # #  ######   # ## # #   
  #Z##   #  ##  # #  ##   # #   ## #  # # ##   ## # ### ##  ###   ### # ## # # #     # #    # #  ## 
# #    # ##  ##   # ### #  # # #   ## # # #  #    #    ## ##   ##  #  # #    #  ## ###  ####   #    
### # #    #  # ###  #  # #  #   ##   # # # #Z#### # #     # # #  ## #  # # ## #   #   #   # # #### 
#   # # ## ###  #  #  ##    ### #   ### #  # #      # ####   # # #   ## ## # Z # # # # # #   ##   # 
  ## #    #    #  # #  # # ###  # ##    # #   ## ###      # #  # # ## #    # ##   #   #  # #  # #  #
 ##    # #  # ###    # # #  #  #  #  ## #   # ##   # Z# ####  # #  #    # #  # ##   #  #  # # #  #  
 #  ###  # # # #  ## # # ###  ###   ###  ## #   ## #  #   #  #   # # # #  # ##   #Z# #  #   ## # ## 
 # #   # # #    #   #  #     # # ### #  #  #### #    # ## # #  # #  ## # ##    # #   # # ##       # 
  #  #  #    ## # # # #  ## #      #   # #  #   # ###     #   #   #   #    ### # # #  #    ###### # 
 #  # # # ### # # # # # #  #  ## #   ##   # # ##    # # # Z### ## ###  ###   ##  # ## # ##      # # 
   ## #  #    #   ##  #  # # ## # ###   #   #  # #Z # ## #   #  #     #   # #   #   #    ###Z##  ## 
 ##   ##   ### ##  # #  #  #         #Z# # # #  # # #     ##  # #### #  #   # # # #  # ##   #  #    
 #  #   ##      ## # # ###  #### ## #    #   ##    #  ###   ##      #  # ## #  #   #  #   # ##  ### 
  #  Z#  #### ##   # #  ###    Z  ##  # #  #  ####Z##   # #    # ## Z #     # #  #  #   ###   #     
# ##   #    # #  ##   #  #  ##  #    ##   #  #   #   ##  # #### #Z ##  # ###  # #  # ###   # #  ####
     ## ## #  # #  # ## #  #  #Z ####  ###  #  #  ##  ##   #      #  # #   # #   ##      # # # ##   
#### #    #  #    #  #  # #  #  ##   #    #  #  #   #   ##  # #### # #  ## #  ##    #######  # #  # 
 #  #    # # #  #  ###    #  #    #  ###  # ## ###   #  # #    ###  #   #  #   #  # # #  # # # ##   
 # #  Z ## #  #  #    # #  #  # ## # #   #       # ## #   # ###   #  ##   # ###  ##   # #  #  # ### 
#  #### #  ##  #  # #  #  #  ##    #   ## # ##Z# Z     # # #    ## # Z # ##   # #   # # # #  #    # 
  #    ## # # #  ###  #  ## #   # # ###   #    #  ##Z ###    # #   z##  #   #    # # ## #  #   ##  #
 #  ## #    #  #  #  #  #   z ###Z    # #Z ##z # #  #  #  # #  ## #   #   ## ## #  z     #  # #  #Z 
   ###   ###  # #  # ###  ## #   # ##  #  #    # # # # ###  # # z ## ######    #  #  ###  #  # # # #
# # # ###Z   #  # #      #     # # # #   #  Z##      #    # # # ## #  #    # #   ## #   ## # # #   #
 #       # ##  #  # # ##### ###  # #   ##Z #   # ###  ###  #  #     #  # #  # # z   z #    # #   #  
   # ### # #  #  #   #   #  # z #   ###      #  ##   ##  #  #   ###  #    # #   # # #  ## ##   #### 
 ## #   #   #   #  ##  # ## # # # #     #### ###   #    #  #  ##   ## ### # # # # ##  # #   ###  #  
 #    #   # # ##  #   ##  #  #  ##  ####    #    # ## ##  ## # # #      # # # ###   #    ##    #   #
 # ## #### #   # # #Z## #  # Z #   #   Z# # # ###    #   #   # #  # # #   # #    #Z  # #   ###   #  
 #  ##   #  ## # #   #   # # #  ##  ## #  # #   Z# # # ##  # #  #  # # # Z# # # #  Z  # ## #  # ### 
 ##  # #  #  #  #  ### # # # ##   #  #   z  # ##  #  #   ##  Z # z #    #   ##    #  #   # ##  z #  
   #   ##  #z# #  #    ### #   ##  # ## ###  #  # ## ###   #   #   # ##  # #   # ###   # #  # #   # 
 # # ##  ##  #   # # ##    # #   # #    ##  #  #    #   ## ###  # ## # # # # ###  # ###  ##   # # #Z
 #  # z#   #  ###     # ### #  # # ### #   ## #  ##   # #     ##  #  # # # # #  #   #  #  ### # # # 
 ##      ## #     ## #  # #   ## #   ## ##     ###  # #  ####   # # #  # #   # z ##   # #   # # # # 
   ## # #     # ## #  # # z ##    ##      ## ##   #  # #     ## #     #  ####      ## #  ##  ## # # 
 # # #  # #### #    #   #   z  ###  #####  #  # # ##    ## # #  ## # #  #   # ## #    # ## #    # # 
#z # # #  #     # #  z##  ##  #    #     #  # # #  ### ##  #  #   ###  #  # #   # ####  #   # # #  #
  #  #   #  ### # # #   # #  ## ## # ## # # #z#  #    #   ## # ##  #  #  ##  ## # #    #  #  #   #  
 #  #Z#####   #  #    #  ## #    # # ##   #  ## # ## #  ##      Z #  #  #  # #     # #   # #  ###  #
   ###   ## #  #   #Z # #   # # #  #   ##  #    # #  # #  ## ## # # #  #  #  # # # # ## #    #    ##
##  #  #    # # ###  #  # ##   #  # # # # # # ##    #  ##     ##  # # #  # #  # ## #   #  # #  # ###
  #  #  # ##  # #   #z #   # # # #  z   #    #   ###  #   # #  # #  # # #   # #    ###  ### # #   ##
 # #  ##  #  #    #  # # # # #  ## # # #z ###  ###  #  ###Z ###Z  #     #Z#    # #    #    ##  ##  #
    # #  #  #  # # ##  # #  ###     ###  #    ##   ## #    #    #  # ###   # #  # # #  # # # #  ##  
# # # # #  ## ##      Z  #Z  #  # #  #  #  ###   #    # ##   # ### ##    # #  # #  ###  #    ##   # 
   #   # # #  # ###### #   # # # ####  #  ##   ## ## #  # ###   ##   # ##  # #  ## Z#  #  ##   # ## 
 #  ##z    ##        #  ## z  #   #   # #   #Z #     # ##    ##   ##   ## ###  # ## # #  ### # # #  
  #  #####z  #### ##  #  #  #   # # #   ###    ### # #    ##   # #  # #   ##  #   #   # ###   #   # 
#  #       # #   #   #  # #  ###  # ## #   ## #   #  #### # ## Z   # #  ##   ## #   ###  #  # Z ##  
 # ### ###    ##   Z# #   # #  # #    #  #    # #  z#    #  ## # #z  # ##  ##   ###    # # #  #   ##
 #    #   # #    ###    # #   #  # # ## ######   #  # ##   #   # # ##     #   Z#   # # #  # # # #   
  ###  ##  # ## #    ## ## ##  #  #      #    z## #  z# ##   ###  #   # ## # #   # # # ## #    # ## 
 #   #   #     # # # #      ## ##  ### ##  ####    # #    ###   #   ####    ## # #  #     ####    # 
   # # #  z # #  Z #  ### #  # z# #   ### #    # #  #  ## # # #  ###  #  ## #  ##  #  ## #    #z### 
 #  ##  ##  ##  #   ##    # #  #  # #  #  # ##   ##Z##   #     #   # #  #   # #   #  #  ## ## #     
  # # #   #    #  #  # ##  #  #  #  ## # #    # #    ###   # ##  #    #  # ## # # # #  #   ##   # # 
# #    ##  ## #  ### # #  #  # # ##  # # # # #  ## #   ###  #   #####  # # #  #  #   #   ##  #z  #  
   # # # #z #   # #  # # #  #  #    #  #  ##  #   #  #    ##  #  #   ##  #   # #  # #  # # #   ##  #
 ##  # #  # ## #  # #  #z  #  # # ##  # #   # # # ###  ##  # #  #  #    # ###  ##  #  # #  # #    # 
  # ##   ##   # # #  #    # #    #   #   ##  #  #    ##   #  # #  # ####     #   #  # #   #  ### #  
 ## # ## # ##z  #  #  ####   # ##  # # #   #  #  # #   # #  #  # #     # # ##  #   #  ## #  z   # # 
#   #    # # ##  #  # #    #   #z ##   z# ## # # ## ## #   #  #  ## ##   # #  # ###  #   # #  #z    
  ##  # #    #  #  #  ##Z# # ### #   # # #   #       #  ###  #  # Z #####   # #    # # #   # # # # #
 Z # #  # Z #  #Z# # #   #  #    # ## #    ## # ## ##  #    # # ###  #   ##   ### #   #  ##     #   
 #    #  ## # # #    # #   ## ###  #  # # ##   #    # # ## #  #    ##  #  ###   #   # # ##  ## #  # 
  # #  #    # # # # #   ###   # # # # #  #   #  # ##  #   # # # ##    ###    ##  # #  #   ##   # ## 
#  # # z# ##z #   ## ## #   ##  # #    # # ## #  #   #  #   #   # #### # ### # #  #  # ##   # #    #
##   #Z  #    # ##      # ##  # #  ## #  # #    ## # # # ##  ##   #        # #   #  #  # ## #  ###  
#  #  ###  # ## #  # ## #   #   # #   # ## # ###   # # #   #   z##  ###### #  ##  #  #   z# # #   # 
  # #     # #   # # # #  ##  # #Z   # #    # #   Z ##  # #  ##   # #     #  # #  # Z# # #   # # #   
 #   ## ##  # #Z  #    # #  #  # ## ## ## ##  # z##   #  ##  ###   # ###  #   ##   ## # # ## #  ### 
 ## ## #   #     ## # #  # #  #   #     ##  #    #  # # #  #    # # #    #####  ###     #      #    
  #     ##   ####   #   Z  ##z# #  ## #    ## # #  # #   #  # #  #    ##  #    #   # ##  # #### ## #
# # # #   # #   # # # ##  # #   z#    ### #    z  ##   #   #   # # ## ## #  # #  ##    #  #   #    #
#  #  # #  #  #  #   #   #    ## #####z  ## ##z# #   # ##z#  #  #z  #   #  #    ### ##  #   ##  # # 
 # ##  #  #  ### # # # ## # #####      # #  # ##  # # #    #  #   # ### # ## ##  #  #  # ##  # # #  
 #   # # #  # #  ## #  ##    Z##  # ## #   #z   # #   # ##  ##  # #   #   z   ##Z  #  ##   # # #  # 
 Z## #z# ##    #     #   # # #   #    # ###  ## #  ## #   #  # ### ##  ###  ##    ## #   # ##  ##   
 # #   #   # #  ## #  ## #  #  #######      ##  ## #  ###  # #  #    #   # ### # ##  # # #   #   # #
    ### ## # ##  ## # ##  ##  #  #     ### #   #   # #   # #  #   # #  ##   #  # #  #  ## #Z  ##    
# # #   #  #   #    #   # #  #  #  ####   #  #z # #### #    #  # # #  # # #  #  # z# #    ###   ### 
  # # # # # ## # ## # #   # # # ##    ### # #   #  #    ####  #  # # #  #  # # #  #   # #  # ##     
# # #  ## #     # z  # #### #     # #   #   ###   ## ###z  # # #   #  #  #  ## # Z  #  ### #   ### #
  #   #   # ###    Z #      # ###  # ## # ##   # #     # # #   # # #Z   # #    # ##  #  #  # #    # 
 #  # # ## #   ## #  # # ###    # #  #  #    # #   ### # #  ## # #  ###    ####Z   # ## Z# ## ###   
 ## # # #    # # #  #   ##  ####    #  # ## #  # Z#   ##  #    #  #    ## #     # #   ## #       # #
   #  # ## # #   # #  #   #      ## ## #   Z #  # # #   #  ####  # ### #  # ## ##  ##  #  # #### # #
 # # ##   #z  ## # # # ## # ## # # #   # #    # #   # #  # #  ##     #  # #  #   #   # ##Z #   # #  
#  # # ##   #  #   # #    #  #  #    ##   # # # ## ### #   ##   ## #  #   ##  ##  ## #   #   # #  # 
  # #    ## ##zZ## #  ###  #  # # # ## # # #  #  #  #   ### # #   #  # ###  #  ##  #  ##  # ##  #   
# #   ##  #  #   ##  #   #   #  #  #     # # #  #  #  # #   #  ## # #    # # #   # # #  #  #   # ## 
  # ##  #  # # #    #  #  #### ###  # ## #   # z  #  #  # # ##  #   ## ##     ##  ##  # ## # #   #  
 #    z#  ##  ## # Z # ## #    ### #   ##  Z#  # #  ####  #  # ##### #    # z # #   #      #  # #  #
  # # #  #  #   #    #  # ####  Z  # #   # #  #   #  #   # # #  #     ### # # #  ##  ###### #  ## # 
#    #  # # ###  #### # #     # # ###  #  #  #  # # ## ##  #  # # ###    #  #  #    #     # # #     
  # #  #       # #    #  ## #  ##  #  # #   # ##  # #   # #  Z# # # ## #  #  #  # # ## ##   #   ## #
 #   #   Z # #     ##   #    #    #  #    #      #    #    #      #     #   ###   #    #  #  # #    


   ##         #   #         Z     ##         #   #    # # #    #          ###    ##   ##   #z#   #  
 #    ##### #   #   ##### # # # #    # # ###   # # # #      ## # ## Z## #  #  ##    ##   #  #  #   #
  ## #      # ## ####    #  # ## ## ### #  ## #  # # # ### # Z #  #    ##Z  #   ## #   ## #   # ##  
# # #  ##### #       # #  #  #    #  #   #   #  #  # #   #  ##  ###### Z## #  ## #   ##   # # #   # 
    #Z##       # ###   # z  ## ##  #   # ###   ## #  # # ## # #   #   #   #  #    ### # #  #    ### 
 # #  #  #### #     #### # #     # Z # #    ####  # ##  #   #  ## # #  ##  # # # #    # ## # ###    
#Z # ## #    #  # #     #    ## #  ##   # #      #  #  #  ####    #  z   #     #  ## ##  #  ##   ## 
  #  #  # ##  #  # # ##  ##### #  #   #  ######ZZ##   # Z   #  # ### # #  # ###Z#z   # # ##    ###  
 # #  ### # # # #   # ##       # ## ## #  #    # # ##    ##  ##  ##  ## #  ##    ###z  #   ## #    #
   # #    # Z  #  #     ## ### #   #    ### ## #     ###   #   #    #   ##   ## #   ##  ##  #### ## 
## #   ###  # #Z # #### #    #####   ##     ##  # ##    ##  ##  ####  #Z  ##  #   #   z # #   #  #  
 #  ###    ##   #       ## #   #  ###  ## ##  # #   # #  ##   # #    #  # # # # #  #### #  ##  #  # 
  # #  # #   ###  # ## #    ##  #   ##   # # ## ## ###z#   ####  # # ## z   # # ##        #   # # # 
# #  #   # ##   # #  z# ###  ## # #  # #     #   #  #   ##      #  #   #  # # #   # # ## #  ##    # 
   # ## # #   #  # #Z      #  # #  #   ## ##  ##   #  #  ### ###  # ##  #  #  ## # ##   ## #   ## # 
 # #  #     #  #    # ####  ##  # # #z#   # #   # #  # #    #   #   # #  # # #  #    # #   # # # #  
  ### # ####  # # #  ##   # #  #  #   # ##   ##  #  #   Z #   # # ##   #  #  ##   ## ##  ## #  #   #
#  z#  #    # # # # #   #   # #z #  ##  z  #    #  #  #  #  ##  #    # ##  #  # #  #    #   # # # # 
 #   #  # # #   # # # ## ###     # #   # # Z #Z#  #  # #  ##   # ####   ## z#  # # z#### # ## #     
 # #  #   #  ###  ##  ##   # # ### # ##  #  ##   #  #   #    #      # #  ##  #    # #    # #  # # # 
 #  # z###  #    #   #   #  #  #   # # # ##   ## # #  ##  # # ## ###   #  # # ### #  # ##  # #  #  #
 ## #    # #  # #  ### ## # # ### #  #     ## z  z### #  # #    #   #z  # # Z # #  # #    ## # # Z  
  #  # # #  #  #  #    #  # #  #  # #  # # ##  #   #z   ## # ##   #   #  #  # #  # #  ## ##   #   # 
#  #  #  # # # # #  # # #   ##   z# # # #Z    #  #  ## ##  # # ### ##  # # ##   ##  # ##    #  # #z 
 #  Z  #       #  #  ##  # # ### #  # #   ####  # #   #   #  #     # # # # # # #  # #   ## ### #    
   ###  #z# ###  ###   #   #    ## #  # #   z #    ##   ##  ## ## #    # # # #  #   # #   ###  ### #
 #  # # # ##   #  #  #  # ### #    # #  #z###  ## # # #  # ##Z #  # ###  # #  Z  # #   ## ##  #    #
 # #    #  # #   #  #  #   #  #####   ##  #   #     #  # #    #  ##    # #  #  # #  ### #   #   ##  
  #  ### # #  ###  ## # # #  #    # ##   #  ##  ####  ## # ###  #  ###   ##  #    #      ##  # #  # 
 ## #       # #   #   #   # #  # ##    ## # #  #   Z# #   #   # # #   ###  #  # #  ##### #  # # # # 
 #  # ## # #  # ##  z# # ## #z#  # Z ##Z  #  ##  ## #  ## # # # #   #    #  #  Z #z    #  #     #   
   # #   ##  # # # #        #  #   ##   #  #  # z #  #  #  #  #   ## ## #z # # #   z Z # ## # #  # #
# #   ##  # #      # # ###### #  #    #   ###   #  # ##  #   z ### #  # ##   # ######  #   #   # #  
    #   # #  ## ###  ###     #  # # #  Z # ####### #    # ###       # #  # # #     #  #### # # # ## 
####  #   ## #     ##    ###  #   #  #  #   #   #  # # #      Z ### #  # # #  ## #  #  #   ##  #   z
   # # # #   Z ## #   ## #  #  # #  #  #  #   #   ##  #  ## ## #  #   ## #  #   ###  ### ##   #  # #
 # #    #  ###  #   ##  #  ## Z #  #  ## #  ### #   #  # #  #    ### #   # ## #  # # #   #  # ###   
 #  Z###  Z   # # ### #   ##  #   # # #  # #   # # #  ##  # # ## ### # ##  #   #   # # ##  ###   ## 
  #     #   # #  #      # #  # # #  # # #    #    #  #   #  #  #  #  #   #  # #  #Z  # #  # #  # ## 
#  ## # # ###  #   ## # ##  #    ##   #  # ### ##   #  ##  # #  #   # ## ##  #  #   ## # #   # #    
  #  #  # #   # ### #  #   ### #  ## # #  #   #   # # ## # # ##  ###   #  ## # #  ##   ### #   ## # 
 # # z ###  ##  # # # #  ## #  ##   #  # #  #  Z ## #    #     #z    #  #    #  #  # ##    ####  #  
 #   ## #  #  #     z  #  #   # ###   #  # # #  ## Z ## # ####  # ## ###  ##  ##  #  # # ##   ## # #
 # ##    #  #   ## # # ##  # ##   # #  # # #  #   # ##  # #  # ##  #     # # #   #  #    #  #  # #  
 # #  ##  # # #   #      # #   ## #  ##  #Z #  ## ##   #    #     # #####   #  # ## # ## # # # #   #
 #   # ##   #  #### ### #  # # #   #Z   # #  #  #  # ## # z # #z##      #z#  # ##   ###  # #   Z# # 
  ###   ##### #     #  #  #  # ## #####    #   ### #  #   #  #   # ## ##   # #    ##    ##  # #   # 
 #   ##       # ## # #z# #z##     ##   # #  ##  #   #  ##  ##  # # #  #  # #  ####   ###   #  # # # 
  ##    # ### # # #    # #    # ##   #  ###  # #  ## #   # ## #  #  #  # ##  ##    z #   ##  # #  # 
# #  Z# # # # # #  # # # # ### #   ####  #  #z # #    ## #    ##   # # #  # #   ##  #  #   # # # #  
  # #  #  #   #  #  #  # # #   # ##  # # # #  ##   ##  # # # Z  ###  #  # #  ##  # #  # ###  # # ## 
 #  # #  # # ###  #   #  #  # ##    #  #  ## #  ###  #   ##   #z    #  ##  #    #  # #      # z     
  # #  # #   ####  z #  ##Z     ## #  ###    ##     # ###   # ## ## # #   # #### #    # #### # ### #
# # ## # ###  ##  #  # # #  #### #   # # #### # ## #     # #   #   #  # ##    z   # ##  #     ##    
  #    #    ##   #  ##    ##      ##     #      ###Z # #  #  #   ##  ## #  #######   # #  ###   # # 
 ### ### ##    # ##   ###    ## #   #### # # ##  #  #   # # ######  ##  # #       # #  # #   ##  #  
  # #   #  ## #  z # ##  # ##  #  #    #  #    ##  # ## #    #    # #  #   # ## #  #  #  # #  # #  #
#     #  #   # ### Z    #     #  ### #  # # ##   # z     # ##  ## # # ## # #   # #   #  ###  ## # # 
  ####  ## # #   #   ##  ### # #  # # ##   ## #Z    #### ###  ### # # Z  #  ## # # ##  ###  #Z  # # 
 #    # #  #   #  ####  #   #    #      ##      # ##    #    # #  # #   # #  #    #   ###  #  # #   
   ## #   #  ## # #   ##  #   ###  # ##   # ### Z #  ##   ###    #   ###    # ###   ## #  #  # #  # 
# #   ####  #   # # #    #####    #### # ###    # # #  ###  # ###  # #   # ##    ####    ## #  # # #
## # #    Z## # # # ####  #    ### #   #  #  ###  #  #     #  #  # #  ##  #   ## #    # ##  ##Z  #  
#   ## ## #   Z   #     ### ###    #Z#   #  #   ### #  # # # #  #   #   # # ## # # # #  #  # # #ZZ# 
  #    #    Z ## # # ##     #   # ##  Z##  #  # #   # #  # #  #   ##  # #   ## # #  #  #  #  #   #  
 # # ## #####   #   ##  z###  ##    #    #   ## # #  #  #   #  # #z  ##  ###   #  # # #  # Z##Z# # #
 z ##   Z z  ###z # #  ##   # # #### # #  ###   #  ##  #  #  # #   # #  #    #  #  ##  #  #  #   #  
 ##   #Z####   # #  # #   #           #  #   # # # #  # ## ##  # # ##  #  # # #  #   # ## ##  # # # 
    ##      ##   # #   # # ###### ### # #  # #     # Z        ## #   #  ##     ## ## #  #   #       
 ###   # ## # ## # Z ##          #    #   ##  ### ##   #### ##   ###  # #  ## #    #  #  # # # ## # 
 #   #z # #     #  #   # # ### # # ## # ##  #    #   ##    # # ##  # ## #Z#   # # #  # # #    #  #  
 ###  #   ## # #  #  # #  #   ## # #   ### # ### # ##   # #    #  #  #    # # # #  # #    ### ##   #
    #  ##   #  # #  ##  # # #   z  # #  #      # z #  # ### ###  # # ## #  # #   # z # ##   #   # # 
## # # #  # Z #z  # #  # #  # Z ##  # # # ## ## # # # #         ## #   #  #    ##  #  #   ## ## #   
   #   # # # #  #  #  #    # #    # #   #   #   ##  #  #### ####   # # ## # # # # # # ## ##  #  # # 
# ### # #   #  ###  #   z #   # # #  # # ##   #    #  #    #    # #  #   #  ##  #   #    #  #  # ## 
  ##  #   #  #  #  # # ###  #    #  #  #   ###  # #  Z # ### ## #  #  ##  #    # # # # #   #  #     
#   # # ####  # # ##  # #  ######  #  #  #    # # ##     #   #   #   #  # #### # # #    ## # #  # ##
 ##   #   # # # #   #    # ##     # #  #  # # # #   ### #  ## # #  ##  #     #   #  # #  ##  # # #  
  # ## ## # # #  ##  # # #   z ###  # # #  #   ### #    # #   #  #   #  ##Z#  ##z #  #  #   #  #   #
 z#    #  #   ###  #  #   ## # #   ##   ## # #  #   # ###  # # #  ##  #   # # # #  #   #  ## #  # # 
 #  ###  #  ##    ###  # #   # # #   ##     # #  # #  Z   #     # ### ###   #    #  ###  ###   #    
   #    # #   # #  #  #  ## #   #  #   # ###   # #   #  # # # # #  ##   # #  # #  # #  #  #z #Z  ## 
 # # ###   ##    #  #  #    # # # #  #  #    # #  ##  #  #  # Z# #   ##    # # # #   # # #  ##  ##  
  #  #   #  ##### #  # # # #  # ##  #  #  ###  ## # #  #  # ##    ##  ## #  #   #  ##  #  # #  ##  #
# # #  ##  #      ##   ##  # ##  # #  #  #   #  # #  # ## #  # # # ##  #### # ## z#   #  #    #   Z 
### # # # ## # ##  z###   #    # # # ## ## #   #  # #   # # ##  #   z#   #  #    # # # #  # ##  ##  
#   #    #   # # ## # # ### #Z#  # # #  #   ###  #    # Z #   # # ##  ##  ##  #z#       z  #  # #  #
  ## # # ## #  # ##   # #    #  #  #   # ## #   #z## ###  ### #     #   # #  #    ## ### #  #    #  
 ##    #    ## #   ## #  ####  # #  ####   z# ##      #  #     #####  # #  #  # ##   #    #  # #  # 
 #  ### ## # #  ##  #  # #    #   # #   # # #   # # #  # ## # ##     ###  # #  #   # # # z  #   # # 
 # #      #   #   #   #  # # #  #   # #  ##  ##  #   # #   ###   # Z  #  #    #  ## ## # # #  #  #  
 #  # # #   ## z #  ##  #   # #  # #   #   #   # # #  # ##  #  ##  # #  ## ### # #     # #  #  #   #
  # # #  ## #    # #   #  # #  ##   ##  ## ## ##  ### #   #  #   ##Z # ##        # ## ##  #  ## ##  
# # # # #  #  ##  #  ##  ##  #    #   #  #  #   # ###   #  # ###   # # #  ### # ## # #  # ## #    # 
  #    ## #  ## # #z## # Z  #  # # # ###  #z ## #  #  ## # #    ##  #   ###    #   #   #   # # ###  
# #####   ##    ###     ## #  # z#    # #  # ##  #  #  #   #### #  #  ##   # ##  ##  #  # #  #     #
      # ## ## ##   ####    # # #  # #    # #   #  # ##  ###   #  #   #   #  #   #   ###   # #  # Z# 
 ####   ##    ## #    #####     # ## ####   ##  ##    ##    #z # # ### # ##  # # # # # #### # # # # 
     # # z ##     # #       # # #         #   #    ##    ##  #   #     #   #   #            #       


  #              # #Z       z# # #          # #       ##     #   #  #  #   #   # ###   #     #      
#   # #### #### #     ######     # # ## # #   # #### #   ## #  #  # z #  # # #    #  #  # ###  # ## 
  # # #   #     # ## #      # ###  ###  # # ##  #  #   ##    z  #  # #  #z   ####  #  #       #   # 
#  #  ## #  #####   #  ## # #     #   # # #  # # #  ### # #####  #   # z  ###    # # # ##### # ## ##
 # # z   # #     # #  #  #  ## # #  #  ## Z #  #  #     #    #  # ## #  # #   ## # # #      #   #   
 # #  ##    # ## # # # #   #   Z# #z# #   ##  # #   ## #Z###   #   #  #  #  #   #  #  # ### # #  ## 
 z ##  # ##     #  # #   ##  ##   # #   ##   #   # #    #   # # ##  #  # # ### #  # # #   ##   # #  
 #   # #  Z#### # #  # ##  ##   # #  ##  # ## #zz  # # #z #  #   ##  #   #  #  zZ#  # # #    # # # #
  ## #  ##     #  # ##  ##    # #  # #  #  #    ##  #   #  #   #   #  ###  #  #   # #  ## ### ## # #
#     #  # #z#   #  # #   # ## #  ## # #  #  ## # #  ## # #  ## ##   #    #  #  # #  # #  #      #  
# # # ## # #  #z # Z   # #  #    #    #  ###  # # ##  # # # ##    ## # z# # #  #    ##  ### ## # ## 
  # ##   #  ###  #  ##     # ###   # #  # #  #  #  # #   #  #  Z#  #  ###  ## #  ##   #     # #   # 
 # #   # Z #   #  #   ## ###    ###  # #    ## # #   # # ## # ## #  # ##  #    ## #### #####  # # # 
   # # ##  # #  # ###   #    ##   # #  # ###   #  # # #   # # Z  # #     #  ###             #    ## 
## # #  # ##  # ##  z## # ###  ##  #  #  #  # #  ##    ##   #   ##  # ##  #     ### #### # ## # #   
   #  ##  # # #    #  # #     #  #   #  #  #   # #  ##   ##  ## # #  # ## # ####   ##   #  #   ## # 
###  #   #  # # ### # #  ####  #  ###  # #  ##    #   ##z # #   #  # #     #     ##   # ##   ##   # 
   # # ## # #  #    #  #     #  #   Z# #  #  #### # ##  #  ## # ## # # # # # # # #  ##    ###   ##  
 #   #  #    # # ## # # #### # # Z#    # ##z  z #  #   #  #   #  # # ###  ## # # # ### # #    # #  #
 # #  Z  # Z##   #  #      # #  # # ## #  #  ##  #   # # ## ## #   #    ##   # ###  #   #  ### #  # 
  #  # # #    ### #  ## ##    #  Z   #  #   #  #  # #  # #  #   # # # #    # #    # # # # ##   # ## 
# # #  #  # # #    #  ##  ### ## # Z  #  # # #  #  ## #  # ## #  #   # # ## z  ## # ##    #  # # z  
  #  #  # ##   # #  #   #   #  #  # #  # # #   #  #   # ## #   #   # #  #    ##   #   ## #  #   # # 
#  #  # #   ##  ###  ##  ##  # ##   # #  z  # #  ## ###    # # ## #    #  ##    #  ##   #  #  # # # 
# ##z   ### ###  ###   # ### #   ## ##  # #    #    #   ##Z   #   # ###  #  # #  ###  # # #  ##  #  
  ##  #   #  # #  #  ###  ##  ##  #    #  ## #  ## # # #   ## # #  #    # #  ## #   ##  #  # #  #  #
 #   # ## # #   #  #    #   #  # # ######   #  #  #  #  ##   z#  ##  # #    # z # #  # #  ##  #  #  
  # #    #  # #  #   ##  ##  #     #   ### ## # #   # #    # #  #   # #  ###  ###  #   ###   # #  # 
#  #  # #  #   ##  # #  #  #  # # #  #  ##    #  # #   ####    ## ##   #     #    # ###    ##    #  
  #  ##   ## # ## #   #   # #  #   #  #    ### #   z# #   # ####  # ## # # ##  # #      ### ## ##  #
# # ## ###   #     ###  ##   # ### z ##zZ##  #   #  #   # # #    #     # # ## #z#  # ##       #Z  # 
#   #    ###Z### ##    ##  # #   ##   #    #   ## #   # ##  # # #  # ##   #   #  ##  z#### ## # ##  
  ##  ##    #   #   ###   ##  ##   ## # ##  # #    # #   # #  ##  ##    ##  ## #    # #   #   # # # 
 ### #  ###  Z# # ###   #   #  ###    #zZ# #  # # #   ###  ##   #   # ##   ##   # # #   # # # #     
  #  ## # ## #  #     ##  ## #    ## # #  #  # #   ##   Z #  #z ######   ##   #  Z   # #  # ## # ## 
 #  # #     #z #  # ##  ##   ####   #    #  # Z  #   # ### #  #     #  ###  # # #  #   ###      # # 
